Title,Overview,Popularity,Vote_Count,Vote_Average,Original_Language,Genre,Cluster
Belladonna of Sadness,"an evil feudal lord rapes a village girl on her wedding night and proceeds to ruin her and her husband's lives. after she's eventually banished from her village, the girl makes a pact with the devil to gain magical ability and take revenge.",14.533,173,7.4,ja,animation,3
Psycho IV – The Beginning,norman bates recalls his childhood with his abusive mother on a radio show about boys who commit matricide.,14.533,171,5.6,en,horror,0
Hellraiser: Judgment,"detectives sean and david carter are on the case to find a gruesome serial killer terrorizing the city. joining forces with detective christine egerton, they dig deeper into a spiraling maze of horror that may not be of this world.",14.532,185,5.2,en,horror,0
Sniper: Legacy,"after several military leaders are assassinated, brandon hears his father was one of the people killed. as he hunts the killers, brandon learns his father is not dead, and he is being used as bait.",14.532,150,6.0,en,thriller,8
Lesbian Vampire Killers,"with their women having been enslaved by a pack of lesbian vampires, the remaining menfolk of a rural town send two hapless young lads out onto the moors as a sacrifice.",14.53,290,5.3,en,horror,0
The Last Starfighter,a video game expert alex rogan finds himself transported to another planet after conquering the last starfighter video game only to find out it was just a test. he was recruited to join the team of best starfighters to defend their world from the attack.,14.529,522,6.6,en,adventure,7
Carjacked,a single mom and her child are carjacked by a bank robber who has no intention of letting them go.,14.528,79,5.2,en,action,6
Mediterraneo,"greek sea, world war ii. an italian ship leaves a handful of soldiers in a little island; their mission is to spot enemy ships and to hold the island in case of attack. the village of the island seems abandoned and there isn't a single enemy in sight, so the soldiers begin to relax a little. things change when their ship is hit and destroyed by the enemy, and the soldiers find themselves abandoned there.",14.528,780,7.6,it,comedy,71
Dead Rising: Watchtower,a group of people fight to survive in a zombie infested town.,14.526,280,5.2,en,horror,0
Before We Go,a woman who is robbed on her way to catch the 1:30 train to boston is left stranded in new york city. she meets a man who helps her during the course of the night and the two form a romance.,14.526,1454,6.7,en,comedy,11
HOUBA! On the Trail of the Marsupilami,"when reporter dan geraldo (alain chabat) arrives in palombia to hunt for a scoop, he never suspects that he is about to make an incredible discovery... with his resourceful local guide pablito (jamel debbouze), d an has one surprise after another during a thrilling adventure that allows him to bring the world some spectacular news: the marsupilami, a mythical and mischievous animal, really does exist! you too will believe in furry tails!",14.526,728,5.2,fr,adventure,-1
Excision,"alienated teen pauline struggles with the pressures of fitting into high school, pleasing her mother and a burning desire to lose her virginity. with a grotesque curiosity for the darker side of life, pauline is considered a social outcast by everyone around her. enticed by flesh, she retreats into her own fantasies and hopes to become a great surgeon - that is, if she doesn't go insane first.",14.526,423,6.2,en,drama,9
Man of the House,texas ranger roland sharp is assigned to protect the only witnesses to the murder of a key figure in the prosecution of a drug kingpin -- a group of university of texas cheerleaders. sharp must now go undercover as an assistant cheerleading coach and move in with the young women.,14.525,367,5.7,en,comedy,11
Priceless,a beautiful young gold-digger mistakes a lowly hotel clerk as a rich and therefore worthwhile catch.,14.525,617,6.4,fr,drama,23
X-Men Origins: Wolverine,"after seeking to live a normal life, logan sets out to avenge the death of his girlfriend by undergoing the mutant weapon x program and becoming wolverine.",14.525,8812,6.3,en,adventure,-1
Going for Gold,"seventeen year old, emma joins a high school cheerleading team when she moves to australia with her dad who is a former air force officer.",14.524,115,6.8,en,drama,9
Crayon Shin-chan: Fierceness That Invites Storm! The Adult Empire Strikes Back,shin-chan must rescue the adults of kasukabe when they mysteriously abandon their responsibilities to relive their youth at the new 20th-century expo.,14.523,34,8.1,ja,animation,3
Have a Little Faith,"at age 82, mitch albom's former rabbi albert lewis wants the famous detroit sportswriter to give his eulogy when the time comes. albom makes a visit to his former home town in new jersey, where rabbi lewis has served a congregation for about 50 years. albom doesn't feel worthy, especially since he is no longer a practicing jew and, in fact, he has married a christian (who apparently isn't active either). nevertheless, rabbi lewis says he is the one to do the job, and over the next eight years, albom makes several visits back home and even attends some sabbath services, where the good rabbi is determined to continue working and inspiring his flock even as his health declines.",14.522,20,6.6,en,drama,9
Body of Evidence,"when an elderly millionaire is found dead with cocaine in his system, his will leaves $8 million to rebecca carlson, who was having an affair with him. district attorney robert garrett decides to prosecute rebecca, arguing that she deliberately engaged in wild sex with the old man to overexcite him and lead to his premature death. defense attorney frank dulaney defends rebecca in court while getting sucked into a dangerous affair with her.",14.521,220,4.9,en,drama,9
Gloria Bell,"gloria is a free-spirited divorcée who spends her days at a straight-laced office job and her nights on the dance floor, joyfully letting loose at clubs around los angeles. after meeting arnold on a night out, she finds herself thrust into an unexpected new romance, filled with both the joys of budding love and the complications of dating, identity, and family.",14.52,233,5.9,en,drama,9
Death Saved My Life,"on the surface it seems jade has it all, including a successful marketing career, a husband admired and respected in the community, and a young daughter they both dote on. however, behind closed doors, her life is far from perfect.",14.519,14,7.0,en,thriller,8
House at the End of the Street,"a mother and daughter move to a new town and find themselves living next door to a house where a young girl murdered her parents. when the daughter befriends the surviving son, she learns the story is far from over.",14.518,1515,5.8,en,horror,0
All Quiet on the Western Front,"a young soldier faces profound disillusionment in the soul-destroying horror of world war i. together with several other young german soldiers, he experiences the horrors of war, such evil of which he had not conceived of when signing up to fight. they eventually become sad, tormented, and confused of their purpose.",14.515,515,7.8,en,drama,9
Suck Me Shakespeer 3,"this is the politically incorrect third and final part of the now famously successful trilogy, where mr. müller and his problem kids chantal, danger and co. once again take up arms against their sworn enemy, the german education system.",14.513,328,6.1,de,comedy,77
The Bodyguard,"wu-lin is the successor of an ancient, once powerful chinese clan, the ""iron feet."" after the death of his master, wu-lin leaves his rural village for the city of stone-cold looking for his fellow apprentice jiang li. along the way, he becomes the bodyguard of fei-fei, the daughter of jia-shan li, the richest family in the city, and quickly gets drawn into a mob war in order to protect her.",14.513,63,6.7,zh,action,24
Come and Find Me,"when his girlfriend goes missing, david must track down her whereabouts after he realizes she's not who she was pretending to be.",14.513,212,5.6,en,drama,9
Cruising,"a serial killer brutally slays and dismembers several gay men in new york's s&m and leather districts. the young police officer steve burns is sent undercover onto the streets as a decoy for the murderer. working almost completely isolated from his department, he has to learn and practice the complex rules and signals of this little society.",14.513,328,6.4,en,crime,14
Puppet Master,"toulon, a puppet maker, discovers an ancient egyptian potion and uses it to bring his creations to life. his puppets become murderous little demons and escape. distraught, the master takes his life. years later, psychics tune into the existence of the monstrous marionettes and set off to stop them.",14.512,242,5.8,en,horror,0
Big Top Scooby-Doo!,"when scooby and the gang hear of a werewolf plaguing a traveling circus, they go undercover as circus performers to get to the bottom.",14.51,151,7.9,en,family,10
Midnight Express,"billy hayes is caught attempting to smuggle drugs out of turkey. the turkish courts decide to make an example of him, sentencing him to more than 30 years in prison. hayes has two opportunities for release: the appeals made by his lawyer, his family, and the american government, or the ""midnight express"".",14.51,1265,7.6,en,drama,9
Flesh + Blood,"a band of medieval mercenaries take revenge on a noble lord who decides not to pay them by kidnapping the betrothed of the noble's son. as the plague and warfare cut a swathe of destruction throughout the land, the mercenaries hole up in a castle and await their fate.",14.509,245,6.5,en,adventure,7
Crazy Love,"what was supposed to be summer school in england becomes an adventurous exotic and romantic journey for a beautiful teenage girl. [from the tai seng catalog] a nice story of a free-sprited (or, depending on your viewpoint, prick-teasing) young woman on a short journey of discovery.",14.508,10,5.1,cn,comedy,90
Boarding School,"when troubled 12-year-old jacob felsen is sent away to boarding school, he enters every kid’s worst nightmare: a creepy old mansion, deserted except for six other teenage misfits and two menacing and mysterious teachers. as events become increasingly horrific, jacob must conquer his fears to find the strength to survive.",14.506,185,6.4,en,horror,0
Girls Gone Dead,a group of six ex-high school cheerleaders are stalked by a killer with a medieval war hammer and battle axe during their first spring break from college.,14.505,37,4.1,en,horror,0
Blood Quantum,"the dead are coming back to life outside the isolated mi'kmaq reserve of red crow, except for its indigenous inhabitants who are strangely immune to the zombie plague.",14.504,110,5.8,en,horror,0
"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack","godzilla has become a distant memory for japan when the destruction of a us submarine raises alarms for admiral tachibana. his estranged daughter yuri investigates the legend of the guardian monsters, who must rise to protect japan against the vengeful spirits within godzilla that seek to destroy both the nation and its people for the suffering they inflicted in the pacific conflict.",14.504,162,7.5,ja,action,13
Queen & Slim,"while on a forgettable first date together in ohio, a black man and a black woman are pulled over for a minor traffic infraction. the situation escalates, with sudden and tragic results.",14.502,508,7.2,en,drama,9
The Darkness,a family returns from a grand canyon vacation with a supernatural presence in tow.,14.501,526,4.8,en,horror,0
The Rocker,"in the 1980s, a drummer is abandoned by his band just before they become rock superstars. twenty years later, the drummer sees his second chance at stardom arise when he is asked to perform with his teenage nephew's high school rock band.",14.498,467,6.0,en,comedy,11
Raising Arizona,"when a childless couple of an ex-con and an ex-cop decide to help themselves to one of another family's quintuplets, their lives become more complicated than they anticipated.",14.498,1578,7.0,en,comedy,11
Batman Unlimited: Mechs vs. Mutants,"mr. freeze turns killer croc and bane into super-sized monsters, and they bash their way through downtown gotham until the caped crusader and his team of heroes join the fight in their giant robot mechs.",14.496,61,6.5,en,animation,5
Sapphire Blue,"gwen has just discovered, that she's the final member of the secret time-traveling circle of twelve. now she has to juggle with constant trips to the past, her relationships with gideon and figuring out dark secrets surrounding the circle.",14.496,889,7.2,de,fantasy,-1
Deliver Us from Evil,"a retired contract killer goes on a bloody rampage when a young girl finds herself at the mercy of gangland human traffickers and only one man can come to her rescue, with an arsenal of weapons and years of experience in the art of killing.",14.495,100,6.8,ko,action,36
The International,"an interpol agent and an attorney are determined to bring one of the world's most powerful banks to justice. uncovering money laundering, arms trading, and conspiracy to destabilize world governments, their investigation takes them from berlin, milan, new york and istanbul. finding themselves in a chase across the globe, their relentless tenacity puts their own lives at risk.",14.495,950,6.2,en,action,6
Fyre,"he promised supermodels and yachts, but delivered tents and cheese sandwiches. how one man engineered a music festival disaster.",14.493,749,6.9,en,documentary,16
Hanging Up,"a trio of sisters bond over their ambivalence toward the approaching death of their curmudgeonly father, to whom none of them was particularly close.",14.493,137,5.3,en,drama,9
High Sierra,"given a pardon from jail, roy earle gets back into the swing of things as he robs a swanky resort.",14.492,224,7.1,en,action,6
Cadillac Records,"the story of sex, violence, race and rock and roll in 1950s chicago, and the exciting but turbulent lives of some of america's musical legends, including muddy waters, leonard chess, little walter, howlin' wolf, etta james and chuck berry.",14.492,334,7.2,en,drama,9
The Constant Gardener,"justin quayle is a low-level british diplomat who has always gone about his work very quietly, not causing any problems. but after his radical wife tessa is killed he becomes determined to find out why, thrusting himself into the middle of a very dangerous conspiracy.",14.491,1115,7.0,en,drama,9
Our Brand Is Crisis,"based on the documentary ""our brand is crisis"", this feature focuses on the use of american political campaign strategies in south america.",14.489,413,5.9,en,comedy,11
When Angels Sleep,"germán, an honest family man, sees how his whole world wobbles the night when, driving home, accidentally runs over two teenage girls. from that moment, germán will have to do everything in his power to prevent his life from being destroyed forever.",14.483,214,5.6,es,thriller,49
55 Steps,"55 steps is based a the inspiring true story of eleanor riese, a mental illness patient herself, who brings a class action suit to give competent mental patients the right to have a say in their medication while they’re in a hospital, and colette hughes, the lawyer appointed to her case.",14.483,130,6.8,en,drama,9
Sideshow,"when two inept criminals break into the home of a washed-up psychic in search of hidden loot, they get a lot more than they bargained for.",14.482,0,0.0,en,comedy,-1
Jurassic Galaxy,"in the near future, a ship of space explorers crash land on an unknown planet. they're soon met with some of their worst fears as they discover the planet is inhabited by monstrous dinosaurs.",14.482,166,5.2,en,science fiction,12
Noelle,"kris kringle's daughter, noelle, sets off on a mission to find and bring back her brother, after he gets cold feet when it's his turn to take over as santa.",14.482,231,6.7,en,family,10
Night of the Demons,"angela is throwing a decadent halloween party at new orleans' infamous broussard mansion. but after the police break up the festivities, maddie and a few friends stay behind. trapped inside the locked mansion gates, the remaining guests uncover a horrifying secret and soon fall victim to seven vicious, blood-thirsty demons.",14.482,120,5.0,en,horror,0
Lords of Chaos,a teenager's quest to launch norwegian black metal in oslo in the 1990s results in a very violent outcome.,14.479,286,6.7,en,drama,9
Desperate Measures,"san francisco police officer frank connor is in a frantic search for a compatible bone marrow donor for his gravely ill son. there's only one catch the potential donor is convicted multiple murderer peter mccabe who sees a trip to the hospital as the perfect opportunity to get what he wants most: freedom. with mccabe's escape, the entire hospital becomes a battleground and connor must pursue and, ironically, protect the deadly fugitive who is his son's only hope for survival.",14.478,191,5.9,en,action,6
Something's Gotta Give,"harry sanborn is an aged music industry exec with a fondness for younger women like marin, his latest trophy girlfriend. things get a little awkward when harry suffers a heart attack at the home of marin's mother, erica. left in the care of erica and his doctor, a love triangle starts to take shape.",14.475,1273,6.6,en,drama,9
M*A*S*H,the staff of a korean war field hospital use humor and high jinks to keep their sanity in the face of the horror of war.,14.475,746,7.0,en,comedy,11
Unsane,a woman is involuntarily committed to a mental institution where she is confronted by her greatest fear.,14.473,1240,6.3,en,horror,0
Burn the Stage: The Movie,"burn the stage: the movie is the first movie from bts, going behind-the-scenes of the bts wings tour to reveal the full story of the band’s meteoric rise to fame.  this unmissable cinema event provides an intimate look at what happens when the most successful global boyband of all time breaks down barriers and invades the mainstream music scene.  exclusive tour footage and brand-new one-on-one interviews with bts members give fans an unprecedented glimpse into their lives and an opportunity for everyone to celebrate together in movie theaters worldwide.",14.471,332,8.9,ko,documentary,-1
Wildcats,"molly is a high school track coach who knows just as much about football as anyone else on the planet. when a football coach's position becomes vacant, she applies for the job, despite snickers from fellow staff members and her former husband.",14.471,138,6.3,en,comedy,11
The Disappearance of Alice Creed,a rich man's daughter is held captive in an abandoned apartment by two former convicts who abducted her and hold her ransom in exchange for her father's money.,14.467,422,6.5,en,crime,14
Eating Out: The Open Weekend,"sexy couple zack and benji decide to have an “open” weekend to partake in the smorgasbord of available men on their vacation to a gay getaway in palm springs. when zack runs into his ex-boyfriend casey at the resort, they both do their best to look like they are having a good time. how could they not, when they are surrounded by cute, frisky guys with six-packs and very little clothing?",14.466,52,6.0,en,comedy,11
Chasers,"military men rock reilly and eddie devane are tasked with taking a prisoner, blonde bombshell toni johnson, on what becomes an unforgettable road trip. toni, an enlistee who's in trouble for deserting her unit, soon proves that she's craftier than most inmates.",14.466,106,5.2,en,comedy,11
Rescue Dawn,a us fighter pilot's epic struggle of survival after being shot down on a mission over laos during the vietnam war.,14.465,937,6.9,en,adventure,7
Kajillionaire,"two con artists have spent 26 years training their only daughter to swindle, scam and steal at every turn. during a desperate and hastily conceived heist, they charm a stranger into joining them, only to have their entire world turned upside down.",14.463,276,6.2,en,crime,14
Saint☆Young Men,"jesus christ and gautama buddha, the founders of christianity and buddhism, are living together as roommates in a tokyo apartment while taking a vacation on earth. the comedy often involves jokes about christianity, buddhism, and all things related, as well as the main characters' attempts to hide their identities and understand modern society in japan.",14.463,48,7.9,ja,animation,3
The Land Before Time III: The Time of the Great Giving,"littlefoot and his young friends cera, ducky and spike are being harassed by a group of older dinosaurs led by hyp. when a meteorite strikes nearby, it causes a drought. the resulting scarcity of resources creates animosity among the different species in the great valley. littlefoot and his crew resolve to venture forth to find a solution - as does hyp and his gang. will the groups learn to cooperate, or will their rivalry destroy them?",14.462,309,6.3,en,animation,5
Leave No Trace,"a father and daughter live a perfect but mysterious existence in forest park, a beautiful nature reserve near portland, oregon, rarely making contact with the world. but when a small mistake tips them off to authorities, they are sent on an increasingly erratic journey in search of a place to call their own.",14.46,907,6.7,en,drama,9
Air Bud: Spikes Back,air bud finds that he has the uncanny ability to play volleyball.,14.46,105,5.1,en,comedy,11
Dedicated to my ex,"the film tells the story of ariel, a 21-year-old who decides to form a rock band to compete for a prize of ten thousand dollars in a musical band contest, this as a last option when trying to get money to save their relationship and reunite with his ex-girlfriend, which breaks due to the trip she must make to finland for an internship. ariel with her friend ortega, decides to make a casting to find the other members of the band, although they do not know nothing about music, thus forming a band with members that have diverse and opposite personalities.",14.458,454,8.4,es,drama,20
Panama,"an ex-marine is hired by a defense contractor to travel to panama to complete an arms deal. in the process he becomes involved with the u.s. invasion of panama, and learns an important lesson about the true nature of political power.",14.458,0,0.0,en,action,28
Restraint,two fugitives land in hot water when they take a hostage who poses a threat to their well-being.,14.458,86,5.9,en,drama,9
Le Divorce,"while visiting her sister in paris, a young woman finds romance and learns her brother-in-law is a philanderer.",14.458,112,4.9,en,comedy,11
The Toll,a socially awkward driver and a weary passenger try to make it to their destination while being haunted by a supernatural threat.,14.457,71,5.9,en,thriller,8
Syriana,"the middle eastern oil industry is the backdrop of this tense drama, which weaves together numerous story lines. bennett holiday is an american lawyer in charge of facilitating a dubious merger of oil companies, while bryan woodman, a switzerland-based energy analyst, experiences both personal tragedy and opportunity during a visit with arabian royalty. meanwhile, veteran cia agent bob barnes uncovers an assassination plot with unsettling origins.",14.457,1067,6.4,en,drama,9
3 Ninjas: High Noon at Mega Mountain,"three young boys, rocky, colt and tum tum together with their neighbor girl, computer whiz amanda are visiting mega mountain amusement park when it is invaded by an army of ninjas led by evil medusa, who wants to take over the park and hold the owners for ransom. kids and retired tv star dave dragon, who made his farewell appearance at the park at the time the ninjas appeared, have to break medusa's vicious plans.",14.456,153,4.9,en,family,10
Stuck on You,"in martha's vineyard, mass., conjoined twins walt and bob tenor make the best of their handicap by being the fastest grill cooks in town. while outgoing walt hopes to one day become a famous actor, shy bob prefers to stay out of the spotlight. when a fading hollywood actress, cher, decides to get her show ""honey and the beaze"" cancelled, she hires walt -- and his brotherly appendage -- as her costars. but their addition surprisingly achieves the opposite.",14.456,526,5.3,en,comedy,11
The Return of Swamp Thing,"the swamp thing returns to battle the evil dr. arcane, who has a new science lab full of creatures transformed by genetic mutation, and chooses heather locklear as his new object of affection.",14.453,154,5.3,en,horror,0
Rubber,"a group of people gather in the california desert to watch a ""film"" set in the late 1990s featuring a sentient, homicidal car tire named robert. the assembled crowd of onlookers watch as robert becomes obsessed with a beautiful and mysterious woman and goes on a rampage through a desert town.",14.452,731,5.9,en,comedy,11
Furry Vengeance,"when real estate developer dan sanders finalizes plans to level a swath of pristine oregon forest to make way for a soulless housing subdivision, a band of woodland creatures rises up to throw a monkey wrench into the greedy scheme. just how much mischief from the furry critters can the businessman take before he calls it quits?",14.451,481,4.9,en,family,10
The River Wild,"while on a family vacation,  rafting expert gail takes on a pair of armed killers while navigating a spectacularly violent river.",14.451,670,6.4,en,adventure,7
Azumi 2: Death or Love,"young assassins azumi and nagara continue their mission to prevent a civil war. in their hunt for masayuki sanada, who is protected by both an army and a dangerous clan, they meet ginkaku, a person who shows a remarking resemblance with former friend nachi.",14.451,132,6.5,ja,action,13
The Key to Sex,"when brainy office assistant simon is left in charge of the boss's hollywood mansion, the weekend becomes an opportunity of a lifetime. entrusted by power-hungry movie producer alan to guard the estate, simon thinks he's finally made the grade until he learns that his friends and co-workers have their own plans for the place...",14.45,17,6.4,en,comedy,11
I Don't Like Younger Men 4,"thanks to her wealthy father, yoo-jin runs a coffee shop. one day she runs into childhood friend mi-ae on the streets and they have a good time catching up. mi-ae is currently unemployed and helps yoo-jin at the coffee shop.  min-soo stops by the café to see his daughter, but realizes he feels rather too fond of mi-ae, who welcomes him.",14.449,0,0.0,ko,romance,-1
Curse of the Pink Panther,"inspector clouseau disappears, and the surete wants the world's second best detective to look for him. however, clouseau's enemy, dreyfus, rigs the surete's computer to select, instead, the world's worst detective, nypd sgt. clifton sleigh. sleigh obtusely bungles his way past assassins and corrupt officials as though he were clouseau's american cousin.",14.449,116,4.6,en,crime,14
Requiem for a Dream,the hopes and dreams of four ambitious people are shattered when their drug addictions begin spiraling out of control. a look into addiction and how it overcomes the mind and body.,14.448,7920,8.0,en,crime,35
Assault on Precinct 13,"on new year's eve, inside a police station that's about to be closed for good, officer jake roenick must cobble together a force made up cops and criminals to save themselves from a mob looking to kill mobster marion bishop.",14.447,813,6.1,en,action,6
Back of the Net,a new student at a soccer academy is determined to beat her rival's team in the national tournament.,14.444,82,6.9,en,drama,9
Battle of the Sexes,the true story of the 1973 tennis match between world number one billie jean king and ex-champ and serial hustler bobby riggs.,14.444,1545,6.8,en,comedy,11
Windstorm 2,"summer vacation. mika is overjoyed to see windstorm again. but then she discovers strange wounds on the belly of windstorm, for which no one has an explanation. yet this is kaltenbach verge of bankruptcy! with a heavy heart mika decides to participate in a variety tournament in which beckons a high prize money. but during training affects windstorm distracted, often he runs away easily. mika pursued the black stallion until deep into the forest and is quite surprised: from the thicket a seemingly magical gray mare appears and the two horses dance around lovingly. suddenly, a strange boy named milan appears, who says the mare had escaped him. he claimed that he could help mika to win the tournament. but is there still time to save kaltenbach?",14.444,174,7.5,de,adventure,-1
The Garden of Sinners – Chapter 2: A Study in Murder (Part 1),"august 1995: mikiya first meets shiki in a white kimono during a snowing day. later on, at the high school freshmen ceremony, mikiya sees shiki in the crowd and chases after her, introducing himself to her. but shiki hides a big secret: a wave of bizarre murders occur around many loose ends, and no suspects. there are still many questions: who to believe? who is the murderer? what is the secret of shiki? and especially: who is shiki?",14.441,54,7.1,ja,animation,3
ClownTown,whilst on their way to a concert four friends get sidetracked and stranded in a seemingly abandoned town and whilst looking for help find themselves stalked and terrorised by a gang of violent clown dressed psychopaths who will stop at nothing ensnaring them into their sinister blood thirsty games.,14.44,93,4.6,en,horror,0
Multiplicity,"construction worker doug kinney finds that the pressures of his working life, combined with his duties to his wife laura and daughter jennifer leaves him with little time for himself. however, he is approached by geneticist dr. owen leeds, who offers doug a rather unusual solution to his problems: cloning.",14.438,407,5.7,en,comedy,11
The Way,"when his son dies while hiking the famed camino de santiago pilgrimage route in the pyrenees, tom flies to france to claim the remains. looking for insights into his estranged child’s life, he decides to complete the 500-mile mountain trek to spain. tom soon joins up with other travelers and realizes they’re all searching for something.",14.437,447,7.1,en,adventure,7
The Nutty Professor,"a timid, nearsighted chemistry teacher discovers a magical potion that can transform him into a suave and handsome romeo. the jekyll and hyde game works well enough until the concoction starts to wear off at the most embarrassing times.",14.437,299,6.6,en,comedy,11
The Place Promised in Our Early Days,"in a post-war alternative timeline, japan is divided into the north, controlled by the union, and the south, controlled by the united states. a mysterious high tower rises within the borders of the union. three high school students promise to cross the border with a self-built airplane and unravel the secret of the tower.",14.437,379,6.6,ja,animation,3
Wilde,"the story of oscar wilde, genius, poet, playwright and the first modern man. the self-realisation of his homosexuality caused wilde enormous torment as he juggled marriage, fatherhood and responsibility with his obsessive love for lord alfred douglas.",14.437,213,6.5,en,drama,9
Dazed and Confused,"the adventures of a group of texas teens on their last day of school in 1976, centering on student randall floyd, who moves easily among stoners, jocks and geeks. floyd is a star athlete, but he also likes smoking weed, which presents a conundrum when his football coach demands he sign a ""no drugs"" pledge.",14.437,1571,7.4,en,comedy,11
The Photographer of Mauthausen,"spanish photographer francesc boix, imprisoned in the mauthausen-gusen concentration camp, works in the ss photographic service. between 1943 and 1945, he hides, with the help of other prisoners, thousands of negatives, with the purpose of showing the freed world the atrocities committed by the nazis, exhaustively documented. he will be a key witness during the nuremberg trials.",14.436,566,7.0,es,drama,20
CBGB,a look at new york's dynamic punk rock scene through the lens of the ground-breaking lower east side club started by eccentric hilly kristal in 1973 which launched thousands of bands.,14.436,113,6.4,en,drama,9
The Night of the Generals,"an unusual world war ii crime thriller about a nazi investigation into the murder of a prostitute. major grau finds himself focusing on three suspects: the generals tanz, kahlenberg  and seydlitz-gabler – all three of whom, it seems, are also involved in a plot to kill hitler",14.436,108,6.8,en,action,6
Rampant,"ancient korea, 17th century. while the paranoid king lee jo of joseon, vassal of the qing dynasty, feels surrounded by conspirators and rebels, a dark evil emerges from the bowels of a merchant ship and the exiled prince lee cheung returns to the royal court, ignoring that he will have to lead the few capable of defeating the ambitious humans and the bloody monsters who threaten to destroy the kingdom.",14.435,137,6.8,ko,action,36
Tyrannosaur,"the story of joseph, a man plagued by violence and a rage that is driving him to self-destruction. as joseph's life spirals into turmoil a chance of redemption appears in the form of hannah, a christian charity shop worker. their relationship develops to reveal that hannah is hiding a secret of her own with devastating results on both of their lives.",14.431,339,7.2,en,drama,9
Metallica: Through the Never,"trip, a young roadie for metallica, is sent on an urgent mission during the band's show. but what seems like a simple assignment turns into a surreal adventure.",14.427,229,6.8,en,music,39
The Squad,"the air is thick with tension as a military squad proceeds to the foot of a mountain base, where they're ordered to wait for backup and hold their position. the mountain is shrouded in fog and the men are exhausted. they've been fighting guerrillas on enemy turf for some time, and they're worn down by the stress and anxiety of battle. the men don't want to wait; they want to charge up the hill, fearing that their comrades in the base have been overrun by the guerrillas. the squad's leader tries futilely to keep his men in line while dealing with his insolent second-in-command.",14.427,57,5.9,es,drama,20
The Void,"in the middle of a routine patrol, officer daniel carter happens upon a blood-soaked figure limping down a deserted stretch of road. he rushes the young man to a nearby rural hospital staffed by a skeleton crew, only to discover that patients and personnel are transforming into something inhuman. as the horror intensifies, carter leads the other survivors on a hellish voyage into the subterranean depths of the hospital in a desperate bid to end the nightmare before it's too late.",14.426,908,5.9,en,mystery,26
Going Places,"two whimsical, aimless thugs harass and assault women, steal, murder, and alternately charm, fight, or sprint their way out of trouble. they take whatever the bourgeoisie holds dear, whether it’s cars, peace of mind, or daughters. marie-ange, a jaded, passive hairdresser, joins them as lover, cook, and mother confessor. she’s on her own search for seemingly unattainable sexual pleasure.",14.426,307,6.8,fr,comedy,51
Contract Killer,"financially troubled, a newbie hitman reluctantly takes the job of finding the plotted killer of a japanese tycoon.",14.425,131,6.9,cn,action,42
LEGO DC Comics Super Heroes Batman Be-Leaguered,"superman wants batman to join his new superhero team, but batman prides himself on being a self-sufficient loner.",14.423,99,6.9,en,action,6
My Friend Dahmer,"jeffrey dahmer struggles with a difficult family life as a young boy. during his teenage years he slowly transforms, edging closer to the serial killer he was to become.",14.422,388,6.5,en,drama,9
Young Aunt,"jung-hoon manages to get into a university in the outskirst of the city after years of trying, but he can't find a place to stay so he stays at his aunt's house. ji-hyun runs a shopping mall with her friend eun-young. jung-hoon arrives at ji-hyun's house with just an address and runs into eun-young who happens to be completely naked.",14.421,1,8.0,ko,romance,50
Leatherheads,"a light hearted comedy about the beginnings of professional american football. when a decorated war hero and college all star is tempted into playing professional football. everyone see the chance to make some big money, but when a reporter digs up some dirt on the war hero... everyone could lose out.",14.42,361,5.8,en,comedy,11
Before Sunset,"nine years later, jesse travels across europe giving readings from a book he wrote about the night he spent in vienna with celine. after his reading in paris, celine finds him, and they spend part of the day together before jesse has to again leave for a flight. they are both in relationships now, and jesse has a son, but as their strong feelings for each other start to return, both confess a longing for more.",14.419,2572,7.8,en,drama,9
Dorm Daze 2,"the gang from dorm daze is back, but this time they're on a cruise ship on a tropical voyage through the high seas. the cruise makes an educational stop at the island of san paradiso, where the students are supposed to explore an important archaeological site. things go from normal to crazy as their visit coincides with every other college's spring break. the moment the boat docks, classes are over! for these billingsley students, their semester at sea will be an adventure no one will ever forget.",14.418,56,4.3,en,comedy,11
Creep,"looking for work, aaron comes across a cryptic online ad: “$1,000 for the day. filming service. discretion is appreciated.” low on cash and full of naiveté, he decides to go for it. he drives to a cabin in a remote mountain town where he meets josef, his cinematic subject for the day. josef is sincere and the project seems heartfelt, so aaron begins to film. but as the day goes on, it becomes clear that josef is not who he says, and his intentions are not at all pure.",14.415,1001,6.4,en,horror,0
Paid in Full,"ace is an impressionable young man working for a dry cleaning business. his friend, drug dealer mitch goes to prison. in an unrelated incident, he finds some cocaine in a pants pocket. soon, ace finds himself dealing cocaine for lulu. via lucky breaks and solid interpersonal skills, ace moves to the top of the harlem drug world. of course, unfaithful employees and/or rivals conspire to bring about ace's fall.",14.414,152,6.9,en,action,6
Otis,"after being captured and tortured by the psychopath otis, teen cheerleader riley lawson escapes and informs her parents, who quickly sidestep sluggish fbi agents and take matters into their own hands. but the lawsons' revenge plan hits a snag when otis's unusual brother enters the picture.",14.413,61,5.5,en,comedy,11
